time_centralUSA,latitude_decimal,longitude_decimal,elevation_meters
5/10/2025 7:36,37.54273,-88.9792,158.92192000003294
5/10/2025 7:36,37.54273,-88.97925,159.01480000001183
5/10/2025 7:36,37.54273,-88.97931,159.1262560000235
5/10/2025 7:36,37.54273,-88.97938,159.25628800004148
5/10/2025 7:36,37.54271,-88.97941,159.8612320000153
5/10/2025 7:37,37.54269,-88.97941,160.4104479999965
5/10/2025 7:38,37.54322,-88.98026,158.63622399998914
5/10/2025 7:38,37.54319,-88.98031,158.5754240000363
5/10/2025 7:39,37.54322,-88.9809,163.56608000001506
5/10/2025 7:39,37.54321,-88.98085,163.20536000003574
5/10/2025 7:39,37.54337,-88.98137,166.2550240000204
5/10/2025 7:39,37.54332,-88.98096,164.794112
5/10/2025 7:39,37.54329,-88.98076,162.4915520000546
5/10/2025 7:39,37.54325,-88.98051,159.26719999999608
5/10/2025 7:40,37.54328,-88.98052,159.22169599999614
5/10/2025 7:40,37.5433,-88.98136,165.7475200000139
5/10/2025 7:40,37.54331,-88.98129,165.80209599998472
5/10/2025 7:40,37.54331,-88.98125,165.78999999998422
5/10/2025 7:40,37.5433,-88.98121,165.68272000002202
5/10/2025 7:40,37.54329,-88.98122,165.5931519999863
5/10/2025 7:40,37.54325,-88.98123,165.22840000000042
5/10/2025 7:40,37.54322,-88.98132,165.08281599997892
5/10/2025 7:41,37.54322,-88.98143,165.4800000000082
5/10/2025 7:41,37.5432,-88.98149,165.76799999994637
5/10/2025 7:41,37.54322,-88.98162,166.84800000003315
5/10/2025 7:41,37.54321,-88.98168,167.21337599999373
5/10/2025 7:41,37.54328,-88.98179,168.77750400006516
5/10/2025 7:41,37.54331,-88.98186,169.80307199995207
5/10/2025 7:41,37.5433,-88.98193,170.3764800000845
5/10/2025 7:41,37.54329,-88.982,171.14479999997454
5/10/2025 7:41,37.54323,-88.98202,170.49881600009215
5/10/2025 7:41,37.54322,-88.98207,170.99158399987903
5/10/2025 7:41,37.5432,-88.98212,171.3046399999137
5/10/2025 7:41,37.54319,-88.98217,171.76500800000306
5/10/2025 7:41,37.54316,-88.9822,171.6099200000779
5/10/2025 7:42,37.54314,-88.98226,171.4373120000251
5/10/2025 7:42,37.54313,-88.9823,171.18991999997533
5/10/2025 7:42,37.5431,-88.98237,170.62976000003349
5/10/2025 7:43,37.54304,-88.98214,168.92742399998525
5/10/2025 7:43,37.5431,-88.9822,170.54720000011403
5/10/2025 7:43,37.5431,-88.98228,170.73344000003974
5/10/2025 7:43,37.54286,-88.98242,167.88799999997218
5/10/2025 7:43,37.54285,-88.98248,167.78000000001498
5/10/2025 7:43,37.54284,-88.98251,167.51993599990672
5/10/2025 7:43,37.54287,-88.9826,166.43647999992731
5/10/2025 7:43,37.54291,-88.98265,166.01095999988473
5/10/2025 7:44,37.54292,-88.98254,167.88627200002077
5/10/2025 7:44,37.54297,-88.98242,169.07599999996592
5/10/2025 7:44,37.54301,-88.98244,169.50800000002664
5/10/2025 7:44,37.54299,-88.98248,169.29200000003448
5/10/2025 7:44,37.54295,-88.98251,168.6936799998929
5/10/2025 7:44,37.54289,-88.98255,167.41927999994536
5/10/2025 7:44,37.54288,-88.98256,167.16051199986407
5/10/2025 7:44,37.54285,-88.98259,166.39975999998498
5/10/2025 7:45,37.54285,-88.98263,165.7863200000075
5/10/2025 7:45,37.54294,-88.98269,165.61654399992744
5/10/2025 7:45,37.54292,-88.98431,165.7510399998822
5/10/2025 7:45,37.54295,-88.98439,166.09160000010237
5/10/2025 7:45,37.543,-88.98441,165.1519999999939
5/10/2025 7:46,37.54301,-88.98287,163.28955199993885
5/10/2025 7:46,37.54299,-88.98286,163.2741439999915
5/10/2025 7:46,37.54299,-88.98283,163.73163199991876
5/10/2025 7:46,37.54299,-88.98289,162.81665600006426
5/10/2025 7:47,37.54297,-88.98443,166.02392000010627
5/10/2025 7:48,37.54302,-88.98317,159.43273599997354
5/10/2025 7:48,37.54314,-88.98327,161.3506879999887
5/10/2025 7:49,37.54318,-88.98324,162.8894720000329
5/10/2025 7:49,37.5432,-88.98328,163.1561600000199
5/10/2025 7:50,37.54343,-88.98343,170.81268800003517
